tsne1,tsne2,label
9.8803835,11.86211,drink
-17.056305,2.997671,drink
16.871008,1.5379804,drink
-31.96198,6.2316504,drink
15.212105,16.907928,drink
-10.053662,16.41517,drink
-24.098385,2.720682,drink
-12.051064,-2.3894486,drink
7.485003,7.077297,drink
-3.042726,-2.788237,drink
-9.310957,-31.323019,drink
29.718237,1.3315611,drink
12.8202305,12.741557,drink
22.26535,11.768949,drink
16.378128,19.158243,drink
16.230913,7.6041455,drink
-7.669499,1.0397291,drink
4.6473255,5.5574656,drink
-11.199193,28.399763,drink
-9.507833,5.0079036,drink
35.503624,12.726735,drink
15.315907,24.49805,drink
-2.1972601,-0.4305713,drink
18.187597,8.728788,drink
7.1076922,17.85829,drink
22.698498,12.049734,drink
12.585905,12.58939,drink
37.943237,-33.145035,drink
4.0017443,-22.51215,drink
29.718332,1.3314759,drink
-11.940488,28.40249,drink
26.686226,-0.5897706,drink
19.846556,23.420105,drink
-22.145506,-7.5366015,drink
24.595938,-0.05807596,drink
-33.49232,7.280344,drink
16.444307,-1.1592776,drink
-15.9975195,-14.800318,drink
12.471411,1.6079409,drink
6.771395,-9.19008,drink
11.18479,20.589663,drink
24.309235,10.212999,drink
-6.159108,-5.055443,drink
30.218676,12.722316,drink
1.8071982,17.219532,drink
-0.40116093,12.59912,drink
10.257228,29.573277,drink
0.6161706,-0.14454079,drink
-24.162682,0.16017638,drink
-2.3558898,-2.4158916,drink
14.829728,33.609753,drink
37.943283,-33.145027,drink
22.368227,13.422446,drink
17.496328,10.113061,drink
11.599235,10.562705,drink
1.3584503,-31.136755,drink
18.634277,16.416647,drink
-31.864244,6.127821,drink
14.01323,-0.91720015,drink
0.20007579,-9.4904175,drink
24.635742,5.1555405,drink
-14.872793,13.343537,drink
14.814608,1.9114239,drink
-6.8030076,32.272583,drink
12.050031,16.89568,drink
20.425434,11.902772,drink
-1.9543569,-25.557127,drink
26.855873,-0.44213784,drink
5.47436,-1.379316,drink
2.85975,-42.14951,drink
-10.109096,-1.060443,drink
24.778227,13.524041,drink
8.670069,-0.77719206,drink
42.10157,-1.3278743,drink
19.909367,25.689182,drink
-18.393787,-25.802414,drink
21.555414,0.72744435,drink
-3.5088246,3.726233,drink
1.6984904,-0.075635254,drink
18.909172,6.358968,drink
5.775674,9.247191,drink
-2.7664313,-30.335022,drink
22.35297,8.940327,drink
12.349933,3.207992,drink
2.6364493,7.178827,drink
6.250297,2.6071491,drink
16.007679,11.054314,drink
-22.834795,2.9387875,drink
18.04783,11.198932,drink
24.022593,-2.5919483,drink
-4.0100646,-3.6504557,drink
5.326745,2.484463,drink
13.142801,7.7870255,drink
28.527979,-4.4463067,drink
23.454348,21.999613,drink
37.943027,-33.145046,drink
-19.471428,-8.710601,drink
15.315856,24.497524,drink
26.319393,2.0657806,drink
19.847147,23.420053,drink
16.093609,7.721034,drink
12.3617735,7.027494,drink
-14.545979,-15.787782,drink
14.848676,10.35045,drink
17.847116,5.4108834,drink
13.145741,-3.9626284,drink
17.261604,15.296117,drink
-24.065355,2.6996577,drink
18.361958,30.841248,drink
28.013325,11.35538,drink
42.10157,-1.3278743,drink
11.275809,17.150127,drink
-7.5737643,-1.372311,drink
19.84709,23.419502,drink
12.205566,2.8961184,drink
14.450504,3.706193,drink
21.693974,-10.499717,drink
14.562967,5.08985,drink
-17.382193,-1.9161774,drink
19.846645,23.420313,drink
32.979137,14.539577,drink
26.148836,20.335258,drink
15.315316,24.497204,drink
14.459105,10.185719,drink
17.519667,6.526071,drink
-11.820714,2.7473435,drink
-8.986245,2.1747394,drink
30.218737,12.721501,drink
20.576542,-0.16420104,drink
2.3807967,-15.633946,drink
16.532156,28.742199,drink
2.154059,-7.517668,drink
14.079894,19.706764,drink
15.317798,24.49877,drink
15.177525,16.667082,drink
-23.555481,-7.0625606,drink
6.534182,-23.268429,drink
-13.279219,3.174186,drink
6.6393466,8.953475,drink
16.2399,6.927416,drink
16.905447,2.8280945,drink
-12.197971,-6.065774,drink
8.902172,-2.226383,drink
15.018016,19.063866,drink
18.853456,35.662815,drink
32.979137,14.539577,drink
23.206684,0.043820173,drink
9.23303,9.644914,drink
15.883609,-23.480053,drink
4.048141,-0.8903448,drink
23.934324,8.154917,drink
14.696205,6.603076,drink
20.459383,24.667826,drink
9.454576,27.86241,drink
14.284016,1.8128413,drink
-13.482704,12.033139,drink
9.483356,12.442958,drink
3.0695872,-16.21015,drink
-5.3261604,-9.703544,drink
-31.827114,6.1004453,drink
3.9656622,-0.16637047,drink
10.696015,25.966074,drink
21.368155,4.486943,drink
8.986871,15.211481,drink
0.8094891,1.9194729,drink
19.84676,23.419907,drink
16.290297,9.16613,drink
18.0107,-0.78319764,drink
-3.041298,-4.439525,drink
4.4828196,2.4907944,drink
-4.440545,4.9356694,drink
12.415884,-16.203403,drink
-11.249196,-14.893119,drink
-11.497234,4.51098,drink
-9.9046335,11.306475,drink
-2.2578177,-1.809494,drink
15.507809,15.136811,drink
30.218542,12.722041,drink
15.31826,24.498936,drink
30.218468,12.721606,drink
21.143862,23.073872,drink
-17.908297,-8.052327,drink
13.97071,6.0079956,drink
-7.4263253,-1.8044634,drink
-17.967676,-3.0212913,drink
12.313196,5.554236,drink
4.814702,12.79013,drink
-15.80557,-26.976318,drink
-1.0018029,-1.4417661,drink
11.994331,12.1521635,drink
-11.628803,-13.361198,drink
35.5037,12.726735,drink
11.528717,-24.769375,drink
19.227602,21.446415,drink
0.7537989,-20.827682,drink
42.10157,-1.3278743,drink
14.794214,9.826051,drink
-29.58355,14.283417,drink
15.62428,4.272399,drink
19.012995,-16.995342,drink
22.264446,31.166052,drink
9.726056,20.966965,drink
2.8597496,-42.149525,drink
9.937083,5.7741394,drink
-3.7631166,-4.9771547,drink
14.405984,12.418335,drink
-3.7572124,-5.05212,drink
9.264768,9.37684,drink
-24.16628,2.7746818,drink
18.064789,17.591864,drink
1.2969863,-1.1883806,drink
30.2186,12.721355,drink
15.317697,24.49933,drink
8.924817,17.057884,drink
0.39293346,-1.9100149,drink
11.153205,6.621706,drink
-2.384652,-2.6633377,drink
30.397177,1.449317,drink
-21.65243,-15.101012,drink
-15.442025,-13.580383,drink
37.943245,-33.145004,drink
7.4291773,32.82988,drink
26.289677,-10.376771,drink
22.671843,12.058017,drink
-0.38822016,-0.524825,drink
14.172637,-3.4869428,drink
1.925592,-12.693489,drink
19.269043,21.320496,drink
-0.38093382,-2.356334,drink
-31.744062,5.232833,drink
7.0414605,-0.13111296,drink
28.131578,0.63820165,drink
-6.241757,-4.921927,drink
14.283871,1.8130689,drink
30.218681,12.7214365,drink
-7.058475,-3.3855383,drink
-8.577281,-0.98579013,drink
6.164361,23.8957,drink
-1.9354001,2.9624598,drink
26.149454,20.335176,drink
6.313142,9.029532,drink
10.344157,-22.565676,drink
17.320795,15.211124,drink
-2.5732362,-1.1197684,drink
27.812002,-7.505536,drink
-7.157028,-1.459777,drink
-3.3287208,-2.7762437,drink
11.5041,10.136431,drink
1.0516859,-0.8754385,drink
22.478315,-3.940765,drink
-19.507927,8.8787565,drink
-5.1752234,4.0046945,drink
21.165035,13.657847,drink
15.75896,18.278751,drink
35.5037,12.726735,drink
20.522507,10.111526,drink
15.318194,24.498772,drink
18.062777,8.644229,drink
33.860752,-7.542943,drink
5.9174414,-1.8508041,drink
24.578547,-17.328953,drink
7.531936,9.704432,drink
6.8593774,22.655352,drink
17.693281,16.475332,drink
22.845703,13.547552,drink
-6.811191,32.289753,drink
20.241358,22.809467,drink
15.132156,7.563779,drink
11.853019,29.030745,drink
1.7379885,-26.900026,drink
-21.08053,10.762623,drink
-17.22145,-23.36321,drink
-2.1766262,1.4515989,drink
22.828186,13.273647,drink
18.335611,10.04267,drink
20.622541,-0.15751496,drink
7.387211,7.112723,drink
4.803896,-25.24524,drink
13.4025545,13.963398,drink
30.836325,-6.812939,drink
15.315565,24.497309,drink
16.349972,9.301514,drink
-12.618339,5.5714183,drink
18.966852,2.2944767,drink
19.527473,4.6522627,drink
23.487713,1.4157133,drink
26.264845,-10.347145,drink
17.488977,-1.8854306,drink
-1.3457031,-21.367357,drink
14.478898,15.68688,drink
-20.233713,21.140858,drink
-31.891687,4.8450556,drink
13.174759,9.448999,drink
18.193966,17.84434,drink
9.880945,13.380862,drink
14.922348,8.082987,drink
24.343245,-17.054045,drink
8.965459,9.308623,drink
12.554824,11.370029,drink
13.786191,13.940369,drink
9.494759,14.413928,drink
2.6821687,16.176113,drink
12.471986,5.379851,drink
12.865116,9.938754,drink
1.5235527,-31.142738,drink
4.853316,17.490585,drink
19.70349,7.9715595,drink
13.153783,7.722149,drink
19.880898,2.6450093,drink
14.281928,9.13954,drink
37.943245,-33.145004,drink
24.36259,27.315706,drink
15.687194,13.221796,drink
12.839715,20.679926,drink
3.161072,-1.245218,drink
21.394331,21.31234,drink
-17.676422,-10.842312,drink
5.617737,7.4517913,drink
-6.597784,-9.150667,drink
14.090508,28.485695,drink
25.034584,-1.169618,drink
10.139557,-0.61036295,drink
22.002794,-10.257638,drink
29.718185,1.3318008,drink
9.849255,-3.0890312,drink
14.287771,8.096668,drink
13.523487,5.158777,drink
-6.4958906,-9.595814,drink
2.8598852,-42.149563,drink
13.572005,7.9901247,drink
2.8598852,-42.149563,drink
19.796583,8.051274,drink
12.100671,8.568966,drink
-2.4285452,-2.5692794,drink
-19.00582,9.590855,drink
17.887743,20.532806,drink
-22.243109,-9.723021,drink
-4.488742,-3.2143178,drink
14.319456,14.416428,drink
-2.1241503,15.384664,drink
11.492907,20.852552,drink
-9.438775,-0.6045733,drink
10.797169,13.562358,drink
-8.611198,-12.278265,drink
30.218832,12.721472,drink
-3.4853327,4.045473,drink
16.891933,2.8411808,drink
15.877333,20.801653,drink
28.423336,15.070627,drink
-6.7881436,32.30347,drink
27.179604,13.567291,drink
12.0852375,8.479247,drink
13.227812,7.89139,drink
-31.463577,19.618002,drink
-0.45007133,-34.666195,drink
-2.3490496,5.5982366,drink
-18.886057,-29.40504,drink
15.31792,24.499022,drink
19.167004,1.0100698,drink
13.706294,4.9876375,drink
-23.291967,22.35676,drink
26.05741,-5.715998,drink
-26.242771,-16.791012,drink
21.47203,5.4733095,drink
8.704578,-9.703694,drink
14.948411,12.052508,drink
15.792149,24.722612,drink
-10.824386,21.150398,drink
12.644972,12.6126995,drink
21.610598,7.3059597,drink
-2.3149416,7.887369,drink
15.317802,24.498938,drink
-2.6521316,-1.998264,drink
9.893547,16.474327,drink
14.284015,1.8129566,drink
-4.461899,-9.495131,drink
-15.07678,-26.362759,drink
10.029654,29.640255,drink
18.853456,35.662815,drink
-14.793095,6.4564385,drink
23.955524,8.161788,drink
11.671246,13.668436,drink
10.632951,10.284912,drink
30.742607,12.805259,drink
8.616487,10.602387,drink
28.079603,12.649842,drink
19.301346,15.888001,drink
-19.362604,8.578558,drink
10.34488,36.784817,drink
0.054257665,0.5889679,drink
-9.619202,2.8261654,drink
37.943027,-33.145046,drink
20.888567,14.406066,drink
22.22658,23.747847,drink
-31.463577,19.618002,drink
-14.364455,4.7899833,drink
16.163376,13.14111,drink
26.389341,-10.422457,drink
10.795069,-21.204876,drink
19.00195,15.785207,drink
-24.10684,2.6859593,drink
37.943027,-33.145046,drink
19.42406,-1.5930406,drink
10.357329,29.618143,drink
-11.045592,2.494967,drink
30.21847,12.721543,drink
18.785448,-0.47123888,drink
19.12901,2.286396,drink
17.821548,-8.079936,drink
-19.631178,-14.81897,drink
-3.0504029,4.9289455,drink
17.234478,6.7679963,drink
6.2194138,8.984041,drink
19.84674,23.42043,drink
-4.857492,-14.743788,drink
32.979137,14.539577,drink
5.1728096,6.513765,drink
19.846546,23.419838,drink
15.663505,12.948979,drink
9.70122,-0.94450855,drink
-23.69872,-12.720212,drink
11.213978,6.6712403,drink
-13.564954,0.66448456,drink
16.151937,8.117254,drink
0.90039545,15.172914,drink
18.9742,-2.441739,drink
-2.1108084,2.7282526,drink
26.148836,20.335258,drink
37.943027,-33.145046,drink
-19.445408,26.117825,drink
2.6082006,-15.372371,drink
21.688404,2.90971,drink
-10.140529,3.5518558,drink
24.363684,27.31366,drink
-2.429035,5.1352787,drink
24.279049,11.948765,drink
-18.063082,-4.7541833,drink
29.260098,2.2829251,drink
22.710014,13.435416,drink
26.148836,20.335258,drink
12.0430975,8.492781,drink
13.251336,9.700737,drink
18.84608,13.750612,drink
20.809462,8.682364,drink
26.15191,20.34737,drink
9.313507,28.876299,drink
22.114601,19.220276,drink
7.7281666,-4.419254,drink
19.846962,23.41978,drink
30.218834,12.721435,drink
12.188396,14.197684,drink
15.389848,10.817294,drink
9.630209,11.125462,drink
14.283883,1.8131211,drink
-3.19896,-3.9146297,drink
-23.648745,2.453588,drink
2.6117902,30.75053,drink
15.318239,24.499317,drink
17.52996,8.1060505,drink
22.083055,-4.360688,drink
37.943027,-33.145046,drink
29.787067,13.470858,drink
2.4289649,30.747307,drink
18.493103,-0.59819204,drink
-16.096775,2.48224,drink
15.217308,27.262741,drink
-10.602893,-1.608828,drink
6.689791,28.54348,drink
-7.5605407,-1.9887428,drink
19.846725,23.420042,drink
-3.6814272,2.1012213,drink
-5.782104,-20.764095,drink
1.8080045,-4.2402525,drink
-4.30039,-9.539601,drink
29.698805,1.3677729,drink
19.846653,23.420101,drink
13.752484,4.534603,drink
15.183835,1.9816664,drink
2.0384848,17.350954,drink
-30.694725,3.536087,drink
24.319834,18.11951,drink
5.36932,1.266866,drink
19.569342,22.361635,drink
7.3171225,2.212002,drink
-12.1854515,-4.892351,drink
-0.29472312,4.811119,drink
15.827045,13.338059,drink
37.943027,-33.144993,drink
-4.2784743,-18.920506,drink
21.68432,0.8352006,drink
-18.107431,-18.22779,drink
10.178633,-2.430205,drink
-2.5330486,-5.51048,drink
6.890487,25.475452,drink
-14.040805,-0.8921863,drink
2.8598852,-42.149563,drink
-20.825438,-18.495226,drink
37.943027,-33.145046,drink
18.36211,30.841396,drink
22.264446,31.166052,drink
14.15919,8.81465,drink
30.218761,12.721362,drink
7.4564724,9.766689,drink
-16.033596,14.839231,drink
14.58022,10.134825,drink
7.6167536,-4.565289,drink
-12.276373,28.202236,drink
22.50196,-3.866527,drink
37.943027,-33.145046,drink
-3.8500166,-31.00588,drink
10.34488,36.784817,drink
18.110888,17.337261,drink
14.860304,-6.3203044,drink
22.855219,11.958255,drink
14.185846,6.0375714,drink
-7.700398,17.93917,drink
-6.8658776,1.0038403,drink
14.128085,21.100014,drink
-9.847168,-15.243017,drink
16.114168,1.5356234,drink
-5.519955,2.2154222,drink
29.718271,1.3315592,drink
-19.638094,-3.5535803,drink
35.5037,12.726735,drink
19.733341,2.6303344,drink
15.315814,24.496897,drink
15.732828,11.011958,drink
20.695349,-1.851564,drink
16.840275,-0.15663266,drink
-5.3611345,-8.560378,drink
13.417829,22.525013,drink
11.875276,23.84748,drink
7.329785,32.758152,drink
20.2921,6.6777062,drink
29.718353,1.3314434,drink
21.334349,4.3313375,drink
25.532042,3.8823125,drink
11.642962,10.619907,drink
10.006599,11.762387,drink
37.943245,-33.145004,drink
2.4020936,-6.8762302,drink
21.865345,-16.41778,drink
22.264446,31.166052,drink
30.218615,12.721992,drink
-16.631126,12.945431,drink
-1.6701517,-13.4326315,drink
2.2996385,8.250035,drink
5.627121,8.184602,drink
-12.281563,30.22544,drink
13.849599,13.988971,drink
-7.022845,-3.333423,drink
23.269949,-6.736253,drink
-9.400309,-7.2521133,drink
-2.5823786,10.520907,drink
-19.449457,21.689074,drink
12.6389675,23.882504,drink
30.21864,12.721379,drink
11.952382,-3.7651727,drink
30.836325,-6.812939,drink
8.962407,21.41705,drink
26.27542,17.502872,drink
22.007109,8.965544,drink
37.943027,-33.145046,drink
28.423336,15.070627,drink
7.331257,32.740204,drink
-13.87902,20.678667,drink
-1.2300754,-9.428404,drink
-12.080058,4.3010283,drink
15.315644,24.497576,drink
19.246552,15.485963,drink
-18.53525,15.507555,drink
-14.442905,-28.223825,drink
15.275404,0.038071197,drink
25.941967,2.1448712,drink
14.292969,10.087231,drink
12.055151,2.845879,drink
6.2292466,3.5217965,drink
1.413038,15.513828,drink
-12.51404,-3.269274,drink
14.829533,33.609894,drink
30.21891,12.721435,drink
-26.469542,-20.417433,drink
0.57086754,-25.495474,drink
21.59273,0.752802,drink
21.93956,-4.618627,drink
16.175238,18.420448,drink
27.808989,-7.4851394,drink
0.28005636,-2.5550613,drink
18.738626,13.545625,drink
19.187984,1.0612441,drink
0.15735103,-9.679687,drink
24.271631,10.233806,drink
12.769836,5.0507545,drink
20.995321,13.6880455,drink
-6.863229,-28.462635,drink
-9.894847,-1.0302894,drink
14.15914,8.278393,drink
18.821661,13.705145,drink
18.853674,35.662674,drink
-3.8481293,-8.094756,drink
22.260374,-1.5683713,drink
22.828466,10.428643,drink
9.457537,14.491904,drink
11.4512,5.396678,drink
8.930054,-24.535017,drink
-10.205125,11.813339,drink
-2.763331,-4.133467,drink
13.202892,15.226954,drink
6.942261,-2.874825,drink
19.356783,-4.909366,drink
8.018851,17.088121,drink
16.025673,18.557455,drink
15.59056,14.848917,drink
19.36296,22.87936,drink
13.443801,0.5210652,drink
22.9166,13.365105,drink
11.318501,17.183327,drink
25.996973,-2.657792,drink
23.509718,-2.1176815,drink
7.0705953,16.559166,drink
17.612852,17.910913,drink
3.910992,3.2696154,drink
-13.26151,-9.865154,drink
-1.0903693,-3.1640794,drink
18.853456,35.662815,drink
-0.030568784,15.731244,drink
29.718382,1.3314457,drink
-17.836172,-10.966945,drink
-4.6737,12.2683115,drink
-19.448727,21.663385,drink
13.519608,-4.95032,drink
-21.660925,-17.686184,drink
11.157775,6.74138,drink
30.812555,15.649501,drink
-3.9504635,-3.812595,drink
16.270702,12.646057,drink
14.345989,11.0557165,drink
29.71838,1.3314457,drink
15.263619,5.654654,drink
37.943245,-33.145004,drink
-2.9401305,-24.730764,drink
15.317619,24.49926,drink
21.664614,7.261525,drink
-6.7174397,-0.027176378,drink
-24.745377,-7.3316956,drink
22.121164,19.187796,drink
22.347061,13.386959,drink
42.10157,-1.3278743,drink
19.177801,15.997288,drink
-8.730406,-0.8758201,drink
9.930007,11.91114,drink
21.976433,2.6202009,drink
16.410915,5.416956,drink
42.10157,-1.3278743,drink
20.357996,2.0325177,drink
24.420906,1.6664557,drink
18.200386,8.629589,drink
24.230608,10.25227,drink
15.783427,13.678117,drink
6.417736,-24.327774,drink
15.260756,5.811266,drink
-19.047668,16.612902,drink
-6.9808292,29.528955,drink
10.368037,8.698087,drink
13.24819,6.1087866,drink
-17.514107,-10.756254,drink
12.181169,0.35167655,drink
23.194983,13.977726,drink
18.663452,15.558957,drink
22.228922,-1.5602306,drink
17.9638,5.030425,drink
-0.008768408,12.596168,drink
-3.3133192,-0.24712814,drink
24.87208,-10.105425,drink
-5.029436,-1.7020419,drink
-13.241934,26.908497,drink
10.846362,15.860149,drink
-19.580355,8.375155,drink
-7.3567867,-0.32010242,drink
16.810036,7.7928133,drink
12.323211,6.966197,drink
18.133602,10.806343,drink
22.114079,2.571781,drink
17.06906,11.540575,drink
11.83233,15.365955,drink
13.738615,24.92722,drink
33.860752,-7.542943,drink
3.8933346,-22.005194,drink
-12.254222,1.9532536,drink
20.083979,3.580672,drink
10.9756775,5.3210406,drink
23.045605,10.155394,drink
16.029116,13.183438,drink
-10.224725,-2.336211,drink
18.89178,-0.42230907,drink
8.883645,28.846216,drink
18.368004,7.375765,drink
8.125008,-8.885387,drink
18.580202,5.0437384,drink
-8.470589,-0.8561867,drink
19.247536,21.304005,drink
28.460285,-4.462162,drink
-9.195725,2.954805,drink
-0.36683828,-29.433262,drink
14.163565,21.343992,drink
10.676227,13.199042,drink
13.826143,5.8210483,drink
22.260893,8.998324,drink
19.028868,16.02798,drink
20.886395,-0.34311923,drink
6.842828,15.567403,drink
8.054372,-2.5262904,drink
-8.33903,-3.3340302,drink
19.0929,19.329235,drink
28.460346,-4.4621625,drink
3.2555835,3.428249,drink
19.359482,2.4302208,drink
10.337782,14.917841,drink
19.264511,19.994473,drink
13.77935,11.674701,drink
12.52458,23.859411,drink
16.138176,18.766352,drink
22.04348,-10.175049,drink
3.489606,24.824245,drink
10.842008,11.515467,drink
42.10157,-1.3278743,drink
-18.937532,-29.46618,drink
10.331863,12.736625,drink
25.702879,0.68106693,drink
-21.566824,14.89974,drink
-8.453016,1.2843205,drink
2.8597496,-42.149525,drink
19.211191,20.752825,drink
18.470518,3.649918,drink
-27.573044,-17.136005,drink
3.4011843,1.1401156,drink
15.723661,11.165987,drink
20.419716,16.358461,drink
-8.7689705,-0.713479,drink
10.468429,29.495995,drink
19.846775,23.419992,drink
-2.0634208,-25.428728,drink
4.5562563,11.017705,drink
42.10157,-1.3278743,drink
11.859786,2.6005316,drink
19.846806,23.420473,drink
-30.787188,3.6547267,drink
6.265402,9.561246,drink
-20.820494,-9.900694,drink
30.814825,15.645189,drink
7.469557,32.85645,drink
17.69168,12.822374,drink
6.1545644,23.864386,drink
-20.060177,-19.263737,drink
